fileIdentifier,source,license,fileType,sha256,metadata,source_norm,fileType_norm
https://sketchfab.com/3d-models/3fc08fd6544d4add8ce55f6c5e2bc872,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,352e52006f86be10a030329fc3b313af36bc78829b4a800786e8f6b660978f0f,{},sketchfab,glb
https://sketchfab.com/3d-models/2bb529bd1f1f42cf9cdfa8aff56b35f6,sketchfab,Creative Commons Zero v1.0 Universal,glb,4398ad7ab85454f7b55d4c043780c47992562ca33ab04ae35026baa3894fbe13,{},sketchfab,glb
https://sketchfab.com/3d-models/d09d556a242041a9b65a54255dd57f9b,sketchfab,Creative Commons - Attribution,glb,15afdee451cc7a0c2c71e60393be72d8f42500ec46c98079e3342fd456d5a442,{},sketchfab,glb
https://sketchfab.com/3d-models/856a6e868a4b46efa51058a14184d419,sketchfab,Creative Commons - Attribution,glb,ba8650b6c10068d4806713f4636a9348031be90cecf6b13bbddce25072690b4f,{},sketchfab,glb
https://sketchfab.com/3d-models/901b1881330c47bc8a53eb935801e067,sketchfab,Creative Commons - Attribution,glb,ce8e4be6938fdc5869119a9bd77fc4da202fcc214f85315ad35381780e807ccc,{},sketchfab,glb
https://sketchfab.com/3d-models/f03625bf6606494fa7924f9d5d3282be,sketchfab,Creative Commons - Attribution,glb,d1243b2c6b2069d53efb2cf60a758317aa9034bb7602beebc7ccdde632ecf368,{},sketchfab,glb
https://sketchfab.com/3d-models/0e965eb0fe4b427ea5026d24bcefca4b,sketchfab,Creative Commons - Attribution,glb,54799471ef5ae11dc9191506538bd7ceceff78748f83f4271c438b479053e08f,{},sketchfab,glb
https://sketchfab.com/3d-models/43b086dfaed343e1ba5b23416c260325,sketchfab,Creative Commons - Attribution,glb,d10481ffa85df7c4aa8b09166f45442f44340498d5b5668a325fac87bc331a5c,{},sketchfab,glb
https://sketchfab.com/3d-models/309ef5226f0e4cbe944dbe0fb6c85b87,sketchfab,Creative Commons - Attribution,glb,d05950772b1145d0100fbb05d129e9cd382fc1815913632b4d29de6164c81c81,{},sketchfab,glb
https://sketchfab.com/3d-models/5a5e1acb95eb4f658d91c461d1c99bda,sketchfab,Creative Commons - Attribution,glb,3bf8ed930027e428aa36e622bb97ee27d8ef6f43f755de78a2c8be91c8f286bc,{},sketchfab,glb
https://sketchfab.com/3d-models/66b4c9448e264aa893c6ab1f5d515545,sketchfab,Creative Commons - Attribution,glb,2f038d00aa5c3816246bc85f45d680f5f7cad5d02b93aa8472bb60a3743fcda1,{},sketchfab,glb
https://sketchfab.com/3d-models/5d3062836bda4b1aafcc8a533b35e9e5,sketchfab,Creative Commons - Attribution,glb,4e1f3ab8dc6fb99e21e6c32ad4cb560e22434f4dac0c600d329bb71b974ba01d,{},sketchfab,glb
https://sketchfab.com/3d-models/2cb3cb4d73644817848dc8faa4713f19,sketchfab,Creative Commons - Attribution,glb,9eb673d6e0293e6ec9b30a5bab219307815f52c82ce64c06edc7b40d45d17564,{},sketchfab,glb
https://sketchfab.com/3d-models/235cefae2a6b4e2785ace14c848352af,sketchfab,Creative Commons - Attribution,glb,fe5fc2f9008dc8e9f3bdb43a58fc5d1a9a94cfb5ea82a2366cc2c29f05928505,{},sketchfab,glb
https://sketchfab.com/3d-models/14a316ea715043b1a5f4dc4f59c2f0ef,sketchfab,Creative Commons - Attribution,glb,a271780ba9cc34457f85455904d1034873008fec879d8a58ccb41081d6afbe05,{},sketchfab,glb
https://sketchfab.com/3d-models/43906b2487d54d4bac8bf216cddf7387,sketchfab,Creative Commons - Attribution,glb,bd4e7d2f3d32bae8323472125c1dee11131d7d31b63499949d35b0bfe184425a,{},sketchfab,glb
https://sketchfab.com/3d-models/a86f0d253a194873b8cf4d8f193f2bc4,sketchfab,Creative Commons - Attribution,glb,b7ca2956eea0b0f5ae283a00cc85dfe704ffe7b3261191579ae8a31d6397fc80,{},sketchfab,glb
https://sketchfab.com/3d-models/faf0f2154151480c94c6cbbaae62279b,sketchfab,Creative Commons - Attribution,glb,3a120989198c517093b22e1b18ed114b49381a7fca265dc4101082ae0f111597,{},sketchfab,glb
https://sketchfab.com/3d-models/9e0c7142b7804b7ebfa13a35528a85dc,sketchfab,Creative Commons - Attribution,glb,d7d07d6c5c4703b49411f99265057fb46908f8c854e9078c777400c26cf8ef2f,{},sketchfab,glb
https://sketchfab.com/3d-models/f9b916ddd398445b832bdaf768a298db,sketchfab,Creative Commons - Attribution,glb,aaf096d2c0c650ee1cac7a3a30bb09cd49095d224cc6756bd82e18a615503ddc,{},sketchfab,glb
https://sketchfab.com/3d-models/f995b5b597f1408e9d0a8823929978d6,sketchfab,Creative Commons - Attribution,glb,c13380d56f5d9e07a60c5173deaa3b6981e4f29c97b137f4200a9c3841a819d9,{},sketchfab,glb
https://sketchfab.com/3d-models/13a0e372cef54b9491dbce047ddb30fd,sketchfab,Creative Commons - Attribution,glb,91832a2616d91c3840ee1e0e5e44820a9648bff4e5b133927863c86f5ba7ed7a,{},sketchfab,glb
https://sketchfab.com/3d-models/36ea1ba5cd37474c81f571aac853f2c9,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,44eedf41e199a415c2c3edc7fd4c37ff42d6086feeaa3d85ab376ebd4abd403a,{},sketchfab,glb
https://sketchfab.com/3d-models/54c5a731292c4bf5b6994d7c65f764b5,sketchfab,Creative Commons - Attribution,glb,6406eaecf52a14a4a18ce7e9efa502907a713aa7c75614091967bbe8205bdbf8,{},sketchfab,glb
https://sketchfab.com/3d-models/8467f0ea41b54ff68597608065703fc4,sketchfab,Creative Commons - Attribution,glb,303dd112614446870fe2db31169d151c2d77dfe61c1c7bc85db1294f4e9b6f71,{},sketchfab,glb
https://sketchfab.com/3d-models/90f134e8a92c4d838b0aa1d7d694f115,sketchfab,Creative Commons - Attribution,glb,8402a8b3da3ecc8c387ebae495ac75179632b088b9cd2ed49f481d98fa07d21c,{},sketchfab,glb
https://sketchfab.com/3d-models/8e9cf19997b7455e83f04478350f1788,sketchfab,Creative Commons - Attribution,glb,15bdd220d5eb6b8e2feda8edad26cae95f05c6becfefd81a4680d2227765ade2,{},sketchfab,glb
https://sketchfab.com/3d-models/a47c42aa3dc249bc88415f9f20ade920,sketchfab,Creative Commons - Attribution,glb,823da836111770e40a4d57a30e5ece880470e7731198caf328996ff48f996152,{},sketchfab,glb
https://sketchfab.com/3d-models/48a61d3710564cf0b5ad93b7a0617045,sketchfab,Creative Commons - Attribution,glb,5ecee7e88b5c93991dd58cf97b2111dbf62398da2bb20fc7d4b77c9290c88b40,{},sketchfab,glb
https://sketchfab.com/3d-models/b1cde4d4933642cb9495e5fafa85442f,sketchfab,Creative Commons - Attribution,glb,8aa1db0ff70801ac0c9e82dfcff88a890c597adcf4a0a079e79511c7eab36918,{},sketchfab,glb
https://sketchfab.com/3d-models/a146bcf26b6a42028d841a9e77fc8f32,sketchfab,Creative Commons - Attribution,glb,8363dc214c92d3570b074f2fef18ffbef0ce46ed389041b3849bf26932619a20,{},sketchfab,glb
https://sketchfab.com/3d-models/62e7b6f2c5304efc844b0e85f0bb702c,sketchfab,Creative Commons - Attribution,glb,e81da4ecb0731b884a4af69c60e017adfa25ae148760323f4309d1edef1341e9,{},sketchfab,glb
https://sketchfab.com/3d-models/bcc5895a5b684f17bb7c960c4f064155,sketchfab,Creative Commons - Attribution,glb,2b34b6b30edb6d35a1d9d9873d5c7cccefb6f79e5fdcd497e641b4da30a479dc,{},sketchfab,glb
https://sketchfab.com/3d-models/b2d390dcedfd44bd9c6a0f887329725a,sketchfab,Creative Commons - Attribution,glb,b9054a69f2bb7c436971fee2d1ed2554d35f9966c9e462824d8be9fc4aa1bdc0,{},sketchfab,glb
https://sketchfab.com/3d-models/ca6b96e3524c4f27be1383188cc5b0e3,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,8c0f1846155820f6f884a0cd7c65baa738554e5406ade4786c746fce58167f12,{},sketchfab,glb
https://sketchfab.com/3d-models/09417873be4b4d9ba31f815e8c96672d,sketchfab,Creative Commons - Attribution,glb,8e788311f6c11432315620c7c5723c09566bf77e08189860278091825b78c139,{},sketchfab,glb
https://sketchfab.com/3d-models/5f60c9db87434f87bebdee00c4db504b,sketchfab,Creative Commons - Attribution,glb,79b93f2e49390d113e57212d0f07c52c1fb80f658c1f1740908fd896070a9cae,{},sketchfab,glb
https://sketchfab.com/3d-models/dbc45e0f057d46dd94c771511d952c47,sketchfab,Creative Commons - Attribution,glb,843a5ddf02e87ec6be6ad81d0a33018fe9e332947dbf4e61a399eb44def19b9c,{},sketchfab,glb
https://sketchfab.com/3d-models/88a10c231428499dae46fb69d474db79,sketchfab,Creative Commons - Attribution,glb,a61717ed24c43ae69aff8725c0161c8c79aebe896135d6624ada06112ffc6fb0,{},sketchfab,glb
https://sketchfab.com/3d-models/e96d4c3838ae416f8d909c30f59eb9b5,sketchfab,Creative Commons - Attribution,glb,ad6107a2f0a7b6468887ea1bbba66273a2cb05de50da85a6286163b03bbb37c0,{},sketchfab,glb
https://sketchfab.com/3d-models/0e0347228e0347ad88b636d960b3c208,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,f3c3dc8f0b0f08c3ec8c05d3daf283120392d3e53725ca6f1e49f721c0f303ac,{},sketchfab,glb
https://sketchfab.com/3d-models/3ee470035c23476a9ed9c79a0853b451,sketchfab,Creative Commons - Attribution - Non-Commercial - Share Alike,glb,963089ae23f4400be0b032e5b40f101949cfce01d6cb139dad2bd9a0821d5b92,{},sketchfab,glb
https://sketchfab.com/3d-models/524c5ae4075a4a9397246052502f4a80,sketchfab,Creative Commons - Attribution,glb,25ada8ac68d82791526979bc062d90ed920882948660df4e4d0e497a561d95ac,{},sketchfab,glb
